abd,ülke,hyp
abhazya,meslek,NONhype
abhazya,ülke,hyp
abide,anıt,NONhype
acayip,garip,NONhype
acemi,toy,NONhype
acemi,usta,NONhype
açıkgöz,kurnaz,NONhype
açık,kapalı,NONhype
açık,koyu,NONhype
acı,tatlı,NONhype
aç,tok,NONhype
adale,kas,NONhype
adalet,hak,NONhype
adana,il,hyp
adapazarı,il,hyp
adet,tane,NONhype
adi,bayağı,NONhype
adıl,zamir,NONhype
ad,isim,NONhype
adıyaman,hayvan,NONhype
adıyaman,il,hyp
aerobik,spor,hyp
afacan,uslu,NONhype
aferin,bravo,NONhype
afganistan,ülke,hyp
afyon,il,hyp
ağaç,lavabo,NONhype
ağaç,ülke,NONhype
ağaç,yüz,NONhype
ağır,hafif,NONhype
ağız,banyo,NONhype
ağrı,il,hyp
ahenk,uyum,NONhype
ahtapot,hayvan,hyp
ahududu,hayvan,NONhype
ahududu,meyve,hyp
aidat,silah,NONhype
aidat,ülke,NONhype
aka,büyük,NONhype
akademisyen,meslek,hyp
akıllı,aptal,NONhype
akıl,us,NONhype
akit,gazete,hyp
ak,kara,NONhype
ak,meyve,NONhype
akrep,bilgisayar,NONhype
akrep,hayvan,hyp
akşam,gazete,hyp
aksaray,il,hyp
aksi,ters,NONhype
aktif,pasif,NONhype
alabalık,hayvan,hyp
alaka,ilgi,NONhype
alaka,meyve,NONhype
alaz,alev,NONhype
alaz,ülke,NONhype
alçak,hayvan,NONhype
alçak,yüksek,NONhype
alelade,sıradan,NONhype
aleni,açık,NONhype
alıcı,satıcı,NONhype
al,kırmızı,NONhype
alkol,içecek,hyp
allah,tanrı,NONhype
almanya,ülke,hyp
alt,üst,NONhype
amaç,erek,NONhype
amade,hazır,NONhype
ama,fakat,NONhype
ama,kör,NONhype
amale,işçi,NONhype
amasya,il,hyp
amel,iş,NONhype
amerika,ülke,hyp
amiral,meslek,hyp
ampul,bahçe,NONhype
ampul,masa,NONhype
ana,anne,NONhype
anahtar,pencere,NONhype
ananas,meyve,hyp
anestezist,meslek,hyp
angola,ülke,hyp
aniden,birden,NONhype
anı,hatıra,NONhype
ankara,il,hyp
anlam,mana,NONhype
anlatım,ifade,NONhype
anormal,normal,NONhype
antakya,il,hyp
antalya,il,hyp
anten,çerçeve,NONhype
antep,il,hyp
ant,yemin,NONhype
apartman,diş,NONhype
apartman,orman,NONhype
apartman,tütün,NONhype
apartman,uçak,NONhype
apse,iltihap,NONhype
araba,televizyon,NONhype
arabistan,ülke,hyp
araç,vasıta,NONhype
ara,fasıla,NONhype
araştırmacı,meslek,hyp
ardahan,il,hyp
arı,hayvan,hyp
arıza,bozukluk,NONhype
arjantin,ülke,hyp
arka,geri,NONhype
arka,ön,NONhype
arkeolog,meslek,hyp
armağan,hediye,NONhype
armut,meyve,hyp
arnavutluk,ülke,hyp
art,arka,NONhype
artı,eksi,NONhype
artvin,il,hyp
arzu,istek,NONhype
aşağı,yukarı,NONhype
asansör,göz,NONhype
asil,soylu,NONhype
asır,yüzyıl,NONhype
asistan,meslek,hyp
asker,meslek,hyp
askı,post,NONhype
aslan,hayvan,hyp
astronom,meslek,hyp
astsubay,meslek,hyp
ast,üst,NONhype
aş,yemek,NONhype
ata,cet,NONhype
atak,girişken,NONhype
at,hayvan,hyp
atıcılık,spor,hyp
atılgan,çekingen,NONhype
atletizm,spor,hyp
atölye,işlik,NONhype
avare,serseri,NONhype
avcılık,spor,hyp
avcı,meslek,hyp
avize,düğme,NONhype
avokado,meyve,hyp
avukat,meslek,hyp
avusturya,ülke,hyp
ayak,askı,NONhype
ayakkabı,ev,NONhype
ayakkabı,köpek,NONhype
ayakkabı,pabuç,NONhype
ayak,meyve,NONhype
ayak,örtü,NONhype
ayak,teneke,NONhype
ayak,ülke,NONhype
ayakyolu,meyve,NONhype
ayakyolu,tuvalet,NONhype
aydınlık,karanlık,NONhype
aynı,farklı,NONhype
ayraç,parantez,NONhype
ayrıcalık,imtiyaz,NONhype
ayva,meslek,NONhype
ayva,meyve,hyp
azami,asgari,NONhype
aza,üye,NONhype
az,çok,NONhype
azerbaycan,ülke,hyp
bacak,cam,NONhype
bacak,çanta,NONhype
bacak,telefon,NONhype
baca,sehpa,NONhype
bacı,kızkardeş,NONhype
badem,meslek,NONhype
badem,meyve,hyp
badminton,spor,hyp
bağımsızlık,tutsaklık,NONhype
bağnaz,yobaz,NONhype
bahçe,uçak,NONhype
bakış,nazar,NONhype
bakış,ülke,NONhype
bakla,hayvan,NONhype
bakla,sebze,hyp
balık,bulut,NONhype
balıkçı,meslek,hyp
balıkesir,il,hyp
balık,hayvan,hyp
balık,ülke,NONhype
balina,hayvan,hyp
balta,alet,hyp
bangladeş,ülke,hyp
bankacı,meslek,hyp
banyo,akşam,NONhype
banyo,gövde,NONhype
banyo,manşet,NONhype
banyo,silah,NONhype
bardak,yaprak,NONhype
barış,savaş,NONhype
barış,sulh,NONhype
bartın,il,hyp
basımevi,matbaa,NONhype
basit,yalın,NONhype
baş,kafa,NONhype
başkaldırı,isyan,NONhype
başkan,reis,NONhype
başkent,başşehir,NONhype
başkent,yönetici,NONhype
basketbol,spor,hyp
başmüfettiş,meslek,hyp
başmühendis,meslek,hyp
başöğretmen,meslek,hyp
başvuru,müracaat,NONhype
batı,doğu,NONhype
batı,garp,NONhype
batman,il,hyp
bayağı,adi,NONhype
bayağı,ülke,NONhype
bayburt,il,hyp
bayındırlık,imar,NONhype
bayındır,mamur,NONhype
baykuş,hayvan,hyp
baykuş,meslek,NONhype
baytar,veteriner,NONhype
baza,mermi,NONhype
beğeni,gusto,NONhype
bekâr,evli,NONhype
belçika,meslek,NONhype
belçika,ülke,hyp
belde,şehir,NONhype
belge,vesika,NONhype
bellek,hafıza,NONhype
bencil,egoist,NONhype
bencil,özgecil,NONhype
bencil,ülke,NONhype
benlik,kişilik,NONhype
beraber,birlikte,NONhype
bereket,bolluk,NONhype
bergamot,meyve,hyp
berrak,duru,NONhype
besin,gıda,NONhype
beyanat,demeç,NONhype
beyaz,ak,NONhype
beyaz,meyve,NONhype
beyaz,siyah,NONhype
beygir,at,NONhype
beyhude,boşuna,NONhype
beyzbol,spor,hyp
bezelye,sebze,hyp
biber,sebze,hyp
bıçak,alet,hyp
biçare,zavallı,NONhype
biçim,şekil,NONhype
bilakis,tersine,NONhype
bilardo,meslek,NONhype
bilardo,spor,hyp
bilecik,il,hyp
bilgin,alim,NONhype
bilgisayar,alan,NONhype
bilgisayar,bağlantı,NONhype
bilgisayar,banyo,NONhype
bilgisayar,bellek,NONhype
bilgisayar,birim,NONhype
bilgisayar,dış,NONhype
bilgisayar,ekran,NONhype
bilgisayar,fiyat,NONhype
bilgisayar,güç,NONhype
bilgisayar,hafıza,NONhype
bilgisayar,hayvan,NONhype
bilgisayar,hız,NONhype
bilgisayar,iç,NONhype
bilgisayar,kapasite,NONhype
bilgisayar,kart,NONhype
bilgisayar,kedi,NONhype
bilgisayar,köpek,NONhype
bilgisayar,meyve,NONhype
